session,window_index,start_sec,expected_label,pc_label,prediction_matches,pc_prob_0,pc_prob_2,pc_prob_4,pc_prob_max,pc_prob_argmax
MMdata_1136.50s_0327_183428_2ml,23,115.0,2,2,True,0.0007942640804685652,0.9969384670257568,0.0022672973573207855,0.9969384670257568,2
MMdata_1136.50s_0327_183428_2ml,24,120.0,2,2,True,0.0006934304255992174,0.9951674938201904,0.004139121156185865,0.9951674938201904,2
MMdata_1136.50s_0327_183428_2ml,25,125.0,2,2,True,0.0006608355324715376,0.9967005848884583,0.002638517413288355,0.9967005848884583,2
MMdata_1136.50s_0327_183428_2ml,26,130.0,2,2,True,0.0006057670107111335,0.9910599589347839,0.008334322832524776,0.9910599589347839,2
MMdata_1136.50s_0327_183428_2ml,27,135.0,2,2,True,0.000738617149181664,0.9953025579452515,0.003958877641707659,0.9953025579452515,2
MMdata_1136.50s_0327_183428_2ml,28,140.0,2,2,True,0.0006876321276649833,0.9946277737617493,0.004684667102992535,0.9946277737617493,2
MMdata_1136.50s_0327_183428_2ml,29,145.0,2,2,True,0.0007393484702333808,0.9968782663345337,0.002382352016866207,0.9968782663345337,2
MMdata_1136.50s_0327_183428_2ml,30,150.0,2,2,True,0.0005942906136624515,0.9924601912498474,0.006945516914129257,0.9924601912498474,2
MMdata_1136.50s_0327_183428_2ml,31,155.0,2,2,True,0.0009390586637891829,0.9955917000770569,0.0034692557528615,0.9955917000770569,2
MMdata_1136.50s_0327_183428_2ml,32,160.0,2,2,True,0.0006625336245633662,0.9959681034088135,0.003369443118572235,0.9959681034088135,2
MMdata_1136.50s_0327_183428_2ml,33,165.0,2,2,True,0.000762327981647104,0.9871304631233215,0.012107187882065773,0.9871304631233215,2
MMdata_1136.50s_0327_183428_2ml,34,170.0,2,2,True,0.0005861060926690698,0.9929602742195129,0.006453691050410271,0.9929602742195129,2
MMdata_1136.50s_0327_183428_2ml,35,175.0,2,2,True,0.0008010510355234146,0.9959140419960022,0.0032849214039742947,0.9959140419960022,2
