session,window_index,start_sec,expected_label,board_label,board_prob_argmax,local_label,local_prob_argmax,prediction_matches_board,board_prob_0,local_prob_0,delta_prob_0,board_relative_logit_0,local_relative_logit_0,delta_relative_logit_0,board_prob_2,local_prob_2,delta_prob_2,board_relative_logit_2,local_relative_logit_2,delta_relative_logit_2,board_prob_4,local_prob_4,delta_prob_4,board_relative_logit_4,local_relative_logit_4,delta_relative_logit_4
MMdata_1136.50s_0327_183428_2ml,124,620.0,2,4,4,2,2,0,0.00020729251264128834,0.0006032615783624351,0.00039596906572114676,-4.304603279713545,-3.0459452814571133,1.2586579982564317,0.0177597776055336,0.9959983825683594,0.9782386049628258,0.14595731422324487,4.363204733553022,4.2172474193297775,0.9820329546928406,0.003398320870473981,-0.9786346338223666,4.158645965490301,-1.3172594520959091,-5.47590541758621
MMdata_1136.50s_0327_183428_2ml,125,625.0,2,4,4,2,2,0,7.855403237044811e-05,0.000644633371848613,0.0005660793394781649,-4.467659794688617,-3.1653226207825957,1.3023371739060217,0.004102006554603577,0.9937915205955505,0.989689514040947,-0.5122149566161713,4.1752783655789045,4.687493322195076,0.9958194494247437,0.005563866812735796,-0.9902555826120079,4.979874751304791,-1.0099557447963088,-5.9898304961011
MMdata_1136.50s_0327_183428_2ml,126,630.0,2,4,4,2,2,0,5.784638415207155e-05,0.0005678670131601393,0.0005100206290080678,-4.532119870891742,-3.1595208956367085,1.3725989752550332,0.0026950922328978777,0.9951949715614319,0.992499879328534,-0.6907231122571513,4.309285793078378,5.000008905335529,0.997247040271759,0.004237137734889984,-0.993009902536869,5.222842983148891,-1.1497648974416688,-6.37260788059056
MMdata_1136.50s_0327_183428_2ml,127,635.0,2,4,4,2,2,0,0.0001415158767485991,0.0007970910519361496,0.0006555751751875505,-4.314757079788282,-3.1167641082288418,1.1979929715594402,0.008452484384179115,0.9918347597122192,0.9833822753280401,-0.22495330664679525,4.009578775694993,4.234532082341788,0.9914059638977051,0.00736812362447381,-0.9840378402732313,4.539710386435077,-0.8928146674661495,-5.432525053901227
MMdata_1136.50s_0327_183428_2ml,128,640.0,2,4,4,2,2,0,0.00016903407231438905,0.0006356962840072811,0.000466662211692892,-4.347276678795146,-3.0446948159348857,1.3025818628602606,0.01336163841187954,0.9956034421920776,0.9822418037801981,0.022766090466097566,4.311688582527257,4.288922492061159,0.9864693880081177,0.003760931547731161,-0.9827084564603865,4.3245105883290496,-1.2669937665923712,-5.591504354921421
MMdata_1136.50s_0327_183428_2ml,129,645.0,2,4,4,2,2,0,7.991697930265218e-05,0.0006357490201480687,0.0005558320408454165,-4.47064715018317,-3.090232858631799,1.3804142915513715,0.004284596536308527,0.9950495362281799,0.9907649396918714,-0.4888538179178701,4.265511078376129,4.754364896293999,0.995635449886322,0.004314593970775604,-0.9913208559155464,4.95950096810104,-1.1752782197443299,-6.1347791878453695
MMdata_1136.50s_0327_183428_2ml,130,650.0,2,4,4,2,2,0,4.712658846983686e-05,0.0005783638916909695,0.0005312373032211326,-4.578507409155299,-3.161974540945466,1.416532868209833,0.0020545050501823425,0.9949930310249329,0.9929385259747505,-0.8035545155099522,4.2883132302000195,5.091867745709972,0.9978983402252197,0.004428601358085871,-0.9934697388671339,5.382061924665248,-1.1263386892545526,-6.5084006139198
MMdata_1136.50s_0327_183428_2ml,131,655.0,2,4,4,2,2,0,0.00014941152767278254,0.0008151238434948027,0.0006657123158220202,-4.300499583170013,-3.414514375015334,0.8859852081546791,0.009032836183905602,0.9801357984542847,0.9711029622703791,-0.19858233098991285,3.67759197897763,3.876174309967543,0.9908177852630615,0.019049132242798805,-0.9717686530202627,4.499081914159924,-0.2630776039622953,-4.762159518122219
MMdata_1136.50s_0327_183428_2ml,132,660.0,2,4,4,2,2,0,0.00017837928317021579,0.0008091403287835419,0.0006307610456133261,-4.3322639383266015,-2.7453358787851467,1.5869280595414548,0.014237378723919392,0.9967114925384521,0.9824741138145328,0.047450063643109,4.370908391117815,4.323458327474706,0.9855842590332031,0.002479310380294919,-0.9831049486529082,4.284813874683494,-1.625572512332667,-5.910386387016161
MMdata_1136.50s_0327_183428_2ml,133,665.0,2,4,4,2,2,0,8.787692058831453e-05,0.0006221187068149447,0.0005342417862266302,-4.468181085779297,-3.1303623160664005,1.3378187697128965,0.005146929994225502,0.994716227054596,0.9895692970603704,-0.3979625933009192,4.246719538957695,4.644682132258614,0.9947651624679565,0.004661702550947666,-0.9901034599170089,4.8661436790802135,-1.1163572228912946,-5.982500901971508
MMdata_1136.50s_0327_183428_2ml,134,670.0,2,4,4,2,2,0,6.209564162418246e-05,0.0005754054873250425,0.00051330984570086,-4.519077662834664,-3.2189779222935746,1.3000997405410892,0.0029873084276914597,0.9942196607589722,0.9912323523312807,-0.6456253965640855,4.235660537998377,4.881285934562462,0.996950626373291,0.005204975605010986,-0.99174565076828,5.1647030593987475,-1.0166826157048021,-6.18138567510355
MMdata_1136.50s_0327_183428_2ml,135,675.0,2,4,4,2,2,0,0.00013767763448413461,0.0007691329810768366,0.000631455346592702,-4.309912050685292,-3.2479741825469968,1.0619378681382954,0.007880177348852158,0.9890326261520386,0.9811524488031864,-0.262721332382883,3.911244534711593,4.173965867094476,0.9919821619987488,0.01019821222871542,-0.9817839497700334,4.572633383068175,-0.6632703521645964,-5.235903735232771
MMdata_1136.50s_0327_183428_2ml,136,680.0,2,4,4,2,2,0,0.00017500172543805093,0.000757649599108845,0.0005826478736707941,-4.292455977499535,-2.8865798722004774,1.4058761052990576,0.01213483139872551,0.9959189295768738,0.9837840981781483,-0.05341658675721295,4.294620256588707,4.34803684334592,0.9876902103424072,0.0033234560396522284,-0.984366754302755,4.345872564256748,-1.4080403843882294,-5.753912948644977
MMdata_1136.50s_0327_183428_2ml,137,685.0,2,4,4,2,2,0,8.433145558228716e-05,0.0006355536170303822,0.000551222161448095,-4.463718607766021,-3.18031837567791,1.2834002320881108,0.004674724768847227,0.9937068819999695,0.9890321572311223,-0.44854797473901176,4.174382722243059,4.6229306969820705,0.9952409267425537,0.005657574161887169,-0.9895833525806665,4.912266582505033,-0.9940643465651489,-5.906330929070182
MMdata_1136.50s_0327_183428_2ml,138,690.0,2,4,4,2,2,0,6.386802851920947e-05,0.0005857024807482958,0.0005218344522290863,-4.507215821853446,-3.122343958909922,1.3848718629435242,0.0030499896965920925,0.9953833222389221,0.99233333254233,-0.6411412304352018,4.315727282909002,4.956868513344204,0.9968860745429993,0.004031011369079351,-0.9928550631739199,5.148357052288649,-1.193383323999078,-6.341740376287727
